Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;0,1,2,3,4,5,6,7,8,9,10,11,12
;;;;;;;;;;;;;;;;;;;;EXÉRESE OU EXCISÃO DE CÁLCULO SALIVAR,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;EXÉRESE OU EXCISÃO DE MUCOCELE,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;EXÉRESE OU EXCISÃO DE RÂNULA,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;EXÉRESE DE RÂNULA OU MUCOCELE,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;PLASTIA DE DUCTO SALIVAR OU EXÉRESE DE CÁLCULO OU DE RÂNULA SALIVAR,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;EXÉRESE DE TUMOR E ENXERTO LIVRE,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;EXÉRESE INCLUINDO PELE, CARTILAGEM COM RECONSTRUÇÃO À CUSTA DE RETALHOS,,,,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;PAROTIDECTOMIA PARCIAL OU TOTAL COM OU SEM RECONSTRUÇÃO OU CONSERVAÇÃO DO NERVO FACIAL,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;PAROTIDECTOMIA TOTAL COM RESSECÇÃO DO RAMO ASCENDENTE DA MANDÍBULA,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;PLASTIA DE DUCTO SALIVAR,,,,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE GLÂNDULA SALIVAR COM OU SEM ESVAZIAMENTO CERVICAL,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;ADENO-AMIGDALECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;ADENOIDECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;ADENOIDECTOMIA POR VIDEOENDOSCOPIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;AMIGDALECTOMIA DAS PALATINAS,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;AMIGDALECTOMIA LINGUAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;BIÓPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE,,,,AMB,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;CAUTERIZAÇÃO,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;CRIPTÓLISE AMIGDALIANA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;FARINGOLARINGECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;FARINGOLARINGOESOFAGECTOMIA COM OU SEM ESVAZIAMENTO,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE NASOANGIOFIBROMA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE BOCA OU FARINGE,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE FARINGE (VIA BUCAL OU NASAL),,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE FARINGE COM ACESSO POR FARINGOTOMIA OU POR RETALHO JUGAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE FARINGE COM OU SEM MANDIBULECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE FARINGE POR MANDIBULOTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE NASOFARINGE VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO DE TUMOR DE RINOFARINGE (VIA TRANSPALATINA OU TRANSMAXILAR),,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;RESSECÇÃO OU DRENAGEM DE ABSCESSO FARÍNGEO,,,,AMB,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RETIRADA DE CORPO ESTRANHO DE FARINGE, COM OU SEM ANESTESIA GERAL,,,,AMB,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;UVULOPALATOFARINGOPLASTIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;ALARGAMENTO DE TRAQUEOSTOMIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;ARITENOIDECTOMIA MICROCIRÚRGICA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;ARITENOIDECTOMIA OU ARITENOPEXIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"CONFECÇÃO DE FÍSTULA TRÁQUEO-ESOFÁGICA PARA PRÓTESE FONATÓRIA COM MIOTOMIA FARÍNGEA -
INCLUI A PRÓTESE FONATÓRIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;EXÉRESE DE TUMOR POR VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;EXÉRESE DE TUMOR POR VIA ENDOSCÓPICA, COM LASER,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;INJEÇÃO INTRALARÍNGEA DE TOXINA BOTULÍNICA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"LARINGECTOMIA PARCIAL OU TOTAL COM OU SEM ESVAZIAMENTO CERVICAL COM OU SEM RECONSTRUÇÃO
POR RETALHOS,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;LARINGOFISSURA (INCLUSIVE COM CORDECTOMIA),,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;LARINGOSCOPIA DIRETA PARA DIAGNÓSTICO,,,,AMB,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;LARINGOTRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;MICROCIRURGIA COM LASER PARA RESSECÇÃO DE LESÕES BENIGNAS OU MALIGNAS,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;MICROCIRURGIA PARA DECORTICAÇÃO OU TRATAMENTO DE EDEMA DE REINKE,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;MICROCIRURGIA PARA REMOÇÃO DE CISTO OU LESÃO INTRACORDAL,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"MICROCIRURGIA PARA REMOÇÃO E/OU RESSECÇÃO DE TUMOR, PÓLIPO, NÓDULO, GRANULOMA OU OUTRA
LESÃO,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;MICROCIRURGIA PARA TRATAMENTO DE PARALISIA DE PREGA VOCAL (INCLUI INJEÇÃO DE MATERIAIS),,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;RECONSTRUÇÃO PARA FONAÇÃO,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;TIROPLASTIA COM OU SEM ROTAÇÃO DE ARITENÓIDE,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;TRATAMENTO CIRÚRGICO DA ESTENOSE LARINGO-TRAQUEAL,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;TRATAMENTO CIRÚRGICO DE TRAUMA LARÍNGEO,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;TRATAMENTO ENDOSCÓPICO DA ESTENOSE LARÍNGEA,,,,,HCO,HSO,REF,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"FRATURA COMINUTIVA DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E BLOQUEIO
INTERMAXILAR EVENTUAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"FRATURA LEFORT I , II OU III- FIXAÇÃO CIRÚRGICA COM SÍNTESE ÓSSEA, LEVANTAMENTO CRÂNIO-MAXILA E
BLOQUEIO INTERMAXILAR EVENTUAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"FRATURA SIMPLES OU COMPLEXA DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E BLOQUEIO
INTERMAXILAR EVENTUAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;REDUÇÃO DE FRATURA DO ARCO ZIGOMÁTICO COM OU SEM FIXAÇÃO,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;REDUÇÃO DE FRATURA DE SEIO FRONTAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;REDUÇÃO DE FRATURA DO MALAR COM OU SEM FIXAÇÃO,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;REDUÇÃO DE FRATURAS DE CÔNDILO MANDIBULAR,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;REDUÇÃO INCRUENTA DE FRATURA DE MANDÍBULA,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;RETIRADA DOS MEIOS DE FIXAÇÃO (NA FACE),,,,AMB,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE FRATURA DE MANDÍBULA COM OU SEM CONTENÇÃO, FIXAÇÃO ÓSSEA E BLOQUEIO
INTERMAXILAR EVENTUAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE FRATURA DE MAXILA, REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA OU APLICAÇÃO DE
LEVANTAMENTO ZIGOMÁTICO MAXILAR E BLOQUEIO INTERMAXILAR EVENTUAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;TRATAMENTO DE FRATURA NASO-ÓRBITO-ETMOIDAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;TRATAMENTO DE FRATURAS ALVEOLARES FIXAÇÃO COM APARELHO E CONTENÇÃO,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE FRATURAS MÚLTIPLAS E/OU COMPLEXAS DO TERÇO MÉDIO DA FACE, FIXAÇÃO CIRÚRGICA
COM SÍNTESE ÓSSEA, LEVANTAMENTO CRÂNIO MAXILAR, BLOQUEIO INTERMAXILAR, ENXERTO ÓSSEO E
HALO CRANIANO EVENTUAL,,,,,HCO,HSO,REF,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;"CORREÇÃO CIRÚRGICA DE DEPRESSÃO (AFUNDAMENTO) DA REGIÃO FRONTAL,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"HEMIMANDIBULECTOMIA COM OU SEM ENXERTO ÓSSEO COM OU SEM COLOCAÇÃO DE PRÓTESE,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOPLASTIA PARA PROGNATISMO, MICROGNATISMO OU LATEROGNATISMO,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOPLASTIAS DA ÓRBITA,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOPLASTIAS DE MANDÍBULA/MAXILA,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOPLASTIAS DO ARCO ZIGOMÁTICO,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOPLASTIAS ETMÓIDO ORBITAIS,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOTOMIA CRÂNIO-MAXILARES,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOTOMIA E OSTEOPLASTIA DE MANDÍBULA PARA LATEROGNATISMO,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOTOMIAS ALVÉOLO PALATINAS,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOTOMIAS DOS MAXILARES OU MALARES,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"OSTEOTOMIA DA MANDÍBULA E/OU MAXILA COM APLICAÇÃO DE OSTEODISTRATOR (COM DIRETRIZ DE
UTILIZAÇÃO),,,,,HCO,HSO,REF,,144,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"RECONSTRUÇÃO DE MANDÍBULA/MAXILA COM PRÓTESE E OU ENXERTO ÓSSEO,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"REDUÇÃO SIMPLES DA LUXAÇÃO DA ARTICULAÇÃO TÊMPORO-MANDIBULAR COM FIXAÇÃO INTERMAXILAR,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"RETIRADA DE CORPO ESTRANHO DA REGIÃO BUCO-MAXILO-FACIAL,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"SUTURA DE FERIDA EM REGIÃO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,97,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO CIRÚRGICO DE ANQUILOSE DA ARTICULAÇÃO TÊMPORO MANDIBULAR,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO CIRÚRGICO DE CISTOS,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO CIRÚRGICO DE FÍSTULA BUCO-MAXILO-FACIAL E BUCO NASAL,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO CIRÚRGICO DE LUXAÇÃO DA ATM,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO CIRÚRGICO DE TUMORES E EXOSTOSES,,,,,HCO,HSO,REF,,,""CIRURGIA REPARADORA E FUNCIONAL DA"
;;;;;;;;;;;;;;;;;;;;"FACE"",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
